"Family","ScientificName","CommonName","TeleostOrElasmo","Lifestyle","MROriginLocation","MRSampleSize","MRCitation","MRMassGrams","MRTempCelcius","WholeOrganismMRWatts","Amat","Amax","ReproOutput","Rmax","DFtype","MRtype"
"Gadidae","Pollachius virens","Saithe","Teleost","Pelagic","Somewhere around Scotland, UK",10,"Tytler (1977), The influence of swimming on performance on the metabolic rate of gadoid fish in: FISH, O. G. (2013, October). Peter Tytler. In Physiology and Behaviour of Marine Organisms: Proceedings of the 12th European Symposium on Marine Biology, Stirling, Scotland, September 1977 (p. 83). Elsevier.",151.8,10,0.2925186,4.6,25,151.993716652621,0.650271661190961,"BigN","AS"
"Gadidae","Pollachius virens","Saithe","Teleost","Pelagic","Northern Oresund, Helsingor",8,"Steinhausen, M. F., Steffensen, J. F., & Andersen, N. G. (2005). Tail beat frequency as a predictor of swimming speed and oxygen consumption of saithe (Pollachius virens) and whiting (Merlangius merlangus) during forced swimming.ÊMarine Biology,Ê148, 197-204.",485,10,0.469387041666667,4.6,25,151.993716652621,0.650271661190961,"MeanT","AS"
"Pomatomidae","Pomatomus saltatrix","Bluefish","Teleost","Pelagic","Mid-Atlantic waters, USA",NA,"Freadman, M. A. (1981). Swimming energetics of striped bass (Morone saxatilis) and bluefish (Pomatomus saltatrix): hydrodynamic correlates of locomotion and gill ventilation.ÊJournal of Experimental Biology,Ê90(1), 253-265.",219,15,0.448928333333333,1,15,1.39818401368535,0.386985906847656,"Both","AS"
"Pleuronectidae","Pseudopleuronectes americanus","Winter flounder","Teleost","Benthic","Passamoquody Bay",5,"Pagnotta, A., & Milligan, C. L. (1991). The role of blood glucose in the restoration of muscle glycogen during recovery from exhaustive exercise in rainbow trout (Oncorhynchus mykiss) and winter flounder (Pseudopleuronectes americanus).ÊJournal of Experimental Biology,Ê161(1), 489-508.",325,8,0.0203157120833333,3.3,16,9.96609387584566,0.120470046377848,"Both","AS"
"Rachycentridae","Rachycentron canadum","Cobia","Teleost","Pelagic","University of Miami hatchery",8,"Nelson, D., Stieglitz, J. D., Cox, G. K., Heuer, R. M., Benetti, D. D., Grosell, M., & Crossley II, D. A. (2017). Cardio-respiratory function during exercise in the cobia, Rachycentron canadum: The impact of crude oil exposure.ÊComparative Biochemistry and Physiology Part C: Toxicology & Pharmacology,Ê201, 58-65.",382.94,25,1.29691885383333,2,11,45.101609071646,0.920934074713849,"Both","AS"
"Pleuronectidae","Reinhardtius hippoglossoides","Greenland halibut","Teleost","Benthopelagic","St Lawrence Estuary, Canada",12,"Dupont-Prinet, A., Vagner, M., Chabot, D., & Audet, C. (2013). Impact of hypoxia on the metabolism of Greenland halibut (Reinhardtius hippoglossoides).ÊCanadian Journal of Fisheries and Aquatic Sciences,Ê70(3), 461-469.",80,5,0.0272788,12.5,33,716.399279465416,0.20773157116676,"Both","AS"
"Rajidae","Rostroraja eglanteria","Clearnose skate","Elasmo","Benthic","mid-Atlantic estuaries, eastern shore of Virginia",18,"Schwieterman, G. D., Crear, D. P., Anderson, B. N., Lavoie, D. R., Sulikowski, J. A., Bushnell, P. G., & Brill, R. W. (2019). Combined effects of acute temperature change and elevated p CO2 on the metabolic rates and hypoxia tolerances of clearnose skate (Rostaraja eglanteria), summer flounder (Paralichthys dentatus), and thorny skate (Amblyraja radiata).ÊBiology,Ê8(3), 56.",1289.69444444444,20,0.49324877829162,5,8,15.25,0.531295223140556,"Both","AS"
"Clupeidae","Sardinops sagax","Pacific sardine","Teleost","Pelagic","",NA,"Villavicencio, Z., Lazo, F., & Contreras, G. (1981). Estudio del metabolismo estandar, requerimiento total de energia y actividad en juveniles de sardina (Sardinops sagax).",3.2,15,0.00991608,2,10,11.0657949502161,0.731001530273461,"Both","AS"
"Scombridae","Scomber japonicus","Chub mackerel","Teleost","Pelagic","southern California",13,"Sepulveda, C. H. U. G. E. Y., & Dickson, K. A. (2000). Maximum sustainable speeds and cost of swimming in juvenile kawakawa tuna (Euthynnus affinis) and chub mackerel (Scomber japonicus). Journal of Experimental Biology, 203(20), 3089-3101.",97.3,24,0.3055,2,11,20.7649084691963,0.882490388765889,"Both","AS"
"Scophthalmidae","Scophthalmus maximus","Turbot","Teleost","Benthic","Farm in Noirmoutier Island, France",NA,"Mallekh, R. & Lagardre, J. P. (2002). Effect of temperature and dissolved oxygen concentration on the metabolic rate of the turbot and the relationship between metabolic scope and feeding demand. Journal of Fish Biology 60, 1105â1115. doi: 10.1006/jfbi.2002.1919",450,14,0.26032125,2,17,138.336034290167,0.3304774591437,"Both","AS"
"Scyliorhinidae","Scyliorhinus canicula","Spotted catshark","Elasmo","Benthic","Kristineberg, Sweden",6,"Green, L., & Jutfelt, F. (2014). Elevated carbon dioxide alters the plasma composition and behaviour of a shark.ÊBiology letters,Ê10(9), 20140538.",355.75,12.7,0.170637534166667,7,12,22.75,0.460906915915813,"Both","AS"
"Soleidae","Solea solea","Common sole","Teleost","Benthic","Gironde estuary, France",8,"Lefranois, C. and Claireaux, G. (2003) Influence of ambient oxygenation and temperature on metabolic scope and scope for heart rate in the common sole Solea solea. Marine Ecology Progress Series 259, 271-285",150,16,0.06402575,3,26,4.04591652827061,0.285558705103503,"Both","AS"
"Sphyrnidae","Sphyrna lewini","Scalloped hammerhead","Elasmo","Pelagic","Kaneohe Bay (21Â°26.1'N; 157Â°46.8'W) ",9,"Lowe, C. G. (2001). Metabolic rates of juvenile scalloped hammerhead sharks (Sphyrna lewini). Marine Biology 139, 447-453. ",690.1,26,0.8433022,5.8,18.6,11,0.477554538731363,"Both","AS"
"Squalidae","Squalus acanthias","Spiny dogfish","Elasmo","Benthopelagic","Long Beach Island, New Jersey",23,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2400,21,0.9962055,9.1,40,1.125,0.159589731279543,"BigN","AS"
"Squalidae","Squalus acanthias","Spiny dogfish","Elasmo","Benthopelagic","Long Beach Island, New Jersey",21,"Andres, A. M. (2022).ÊThe Effects of Temperature and Oxygen Availability on Aerobic Performance in Three Coastal Shark Species; Squalus acanthias, Carcharhinus limbatus, and Carcharhinus leucasÊ(Doctoral dissertation, University of South Florida).",2400,17,0.6083017,9.1,40,1.125,0.159589731279543,"MeanT","AS"
"Squalidae","Squalus suckleyi","Spiny dogfish","Elasmo","Benthopelagic","Northumberland Channel, BC",5,"Brett, J. R. and Blackburn, J. M. (1978). Metabolic rate and energy expenditure of the spiny dogfish, Squalus acanthias. J. Fish. Res. Board Can. 35, 816-821.",1854,10,0.406644,35.5,80,1.63,0.0672989670965966,"Both","AS"
"Scombridae","Thunnus albacares","Yellowfin tuna","Teleost","Pelagic","Kewalo Research Facility, Hawaii",12,"Dewar, H., & Graham, J. B. (1994). Studies of tropical tuna swimming performance in a large water tunnel: I. Energetics.ÊJournal of Experimental Biology,Ê192(1), 13-31.",2170,27.5,7.96371916666667,1,9.7,4.95795311165511,0.750451715812365,"Both","AS"
"Carangidae","Trachurus trachurus","Atlantic horse mackerel","Teleost","Pelagic","Northwest Shetland",56,"Wardle, C. S., Soofiani, N. M., O'Neill, F. G., Glass, C. W., & Johnstone, A. D. F. (1996). Measurements of aerobic metabolism of a school of horse mackerel at different swimming speeds.ÊJournal of fish biology,Ê49(5), 854-862.",359.6,12.1,0.590161735333333,2.5,40,1.18384382579466,0.222544069528646,"Both","AS"
"Triakidae","Triakis semifasciata","Leopard shark","Elasmo","Benthopelagic","",NA,"Scharold, J., Lai, N. C., Lowell, W. R., & Graham, J. B. (1989). Metabolic rate, heart rate, and tailbeat frequency during sustained swimming in the leopard shark Triakis semifasciata.ÊExperimental biology,Ê48(4), 223-230.",4000,16,0.971333333333333,10,25,9.35,0.289261637926501,"Both","AS"
